File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Fixed annuity
Reference day;30/11/2024
Identifier;Description;Payment anchor date;Payment period;Current payment;Principal payments rate;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Indexed rate;Comision cancelacion RI3;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;Código de producto;Código de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;Código DRC;Clave ISIN cobertura;Código clasificación activo;Descripción tamaño empresa;Consolidado reservado;Consolidado público;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona física/jurídica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;Código DRC contable;Código tamaño empresa;Cód. segmento estratégico;Des. segmento estratégico;Edad;Segmento estratégico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
1014127_210378430500189865;;11/12/2024;1M;;;;11/11/2024;11/05/2033;Yes;Long;54302,19;54302,19;11/05/2018;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;54302,19;;;;;;;;;;;;;No;;2,0500000000000003;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F06;Adultos 2B;64;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101413_210320080500008583;;10/12/2024;1M;;;;10/11/2024;10/04/2038;Yes;Long;72797,49;72797,49;10/04/2008;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;72797,49;;;;;;;;;;;;;No;;2;1;0;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;FIX;EUR;050;432;112014;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F09;Seniors 2;73;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014144_210330490500045762;;11/12/2024;1M;;;;11/11/2024;11/08/2030;Yes;Long;25591,88;25591,88;11/08/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;25591,88;;;;;;;;;;;;;No;;7,3999999999999995;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F04;Adultos 1B;48;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014158_210333050500105287;;14/12/2024;1M;;;;14/11/2024;14/09/2051;Yes;Long;115239,79;115239,79;14/09/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;115239,79;;;;;;;;;;;;;No;;0,95;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;498;112034;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;32;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101417_210304230500029915;;11/12/2024;1M;;;;11/11/2024;11/04/2027;Yes;Long;3484,11;3484,11;11/04/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3484,11;;;;;;;;;;;;;No;;7,449999999999999;3;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;56;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014217_210347030500107502;;25/12/2024;1M;;;;25/11/2024;25/07/2026;Yes;Long;2699;2699;25/07/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2699;;;;;;;;;;;;;No;;6,800000000000001;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;913;111018;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;67;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014228_210371480500030886;;30/12/2024;6M;;;;30/06/2024;30/06/2025;Yes;Long;50724,17;50724,17;30/06/2020;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;50724,17;;;;;;;;;;;;;No;;0,95;0;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;051;337;113141;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1014241_210372100500074546;;14/12/2024;1M;;;;14/11/2024;14/06/2025;Yes;Long;1174,04;1174,04;14/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1174,04;;;;;;;;;;;;;No;;3;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;089;111024;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;77;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101424_210370780500084019;;07/12/2024;1M;;;;07/11/2024;07/11/2054;Yes;Long;221000;221000;07/11/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;221000;;;;;;;;;;;;;No;;2,25;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;112;112032;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;41;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014251_210325030500135256;;01/12/2024;1M;;;;01/11/2024;01/02/2030;Yes;Long;10879,31;10879,31;01/02/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10879,31;;;;;;;;;;;;;No;;8;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;063;111008;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;42;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014254_210378430500420622;;22/12/2024;1M;;;;22/11/2024;22/06/2048;Yes;Long;200598,58;200598,58;22/06/2018;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;200598,58;;;;;;;;;;;;;No;;1,79;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F04;Adultos 1B;46;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101426_210378430500069682;;05/12/2024;1M;;;;05/11/2024;05/07/2027;Yes;Long;7053,34;7053,34;17/06/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;7053,34;;;;;;;;;;;;;No;;6,45;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;147;111047;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;42;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014295_210371860500022549;;10/12/2024;1M;;;;10/11/2024;10/11/2030;Yes;Long;16924,92;16924,92;07/11/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;16924,92;;;;;;;;;;;;;No;;7,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F04;Adultos 1B;51;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014302_210372120500030878;;22/12/2024;1M;;;;22/11/2024;22/08/2044;Yes;Long;57288,61;57288,61;22/02/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;57288,61;;;;;;;;;;;;;No;;1,7500000000000002;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;29;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101431_210301750500060979;;26/12/2024;1M;;;;26/11/2024;26/04/2036;Yes;Long;43938,72;43938,72;26/04/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;43938,72;;;;;;;;;;;;;No;;5,7;3;0;UG;HIPOTECARIOS FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;050;210;113200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030201;;F07;Adultos 3;42;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014326_210371300500110399;;18/12/2024;1M;;;;18/11/2024;18/03/2049;Yes;Long;84172,33;84172,33;18/03/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;84172,33;;;;;;;;;;;;;No;;2,25;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014329_210323040500132973;;09/12/2024;1M;;;;09/11/2024;09/03/2025;Yes;Long;352,96;352,96;09/03/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;352,96;;;;;;;;;;;;;No;;6,950000000000001;1,5;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;39;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014355_210370240500086815;;25/12/2024;1M;;;;25/11/2024;25/06/2029;Yes;Long;12060,42;12060,42;04/06/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;12060,42;;;;;;;;;;;;;No;;6,45;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;147;111047;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;67;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014364_210373790500013119;;11/12/2024;1M;;;;11/11/2024;11/11/2036;Yes;Long;159772,52;159772,52;11/11/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;159772,52;;;;;;;;;;;;;No;;1,39;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F04;Adultos 1B;62;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014366_210346050500111328;;24/12/2024;1M;;;;24/11/2024;24/04/2043;Yes;Long;57397,88;57397,88;24/09/2019;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;57397,88;;;;;;;;;;;;;No;;2;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;42;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014381_210301980500061891;;03/12/2024;1M;;;;03/11/2024;03/08/2031;Yes;Long;3090,83;3090,83;03/08/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3090,83;;;;;;;;;;;;;No;;7,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;43;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014392_210333080500109191;;03/12/2024;1M;;;;03/11/2024;03/10/2026;Yes;Long;3918,17;3918,17;03/04/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3918,17;;;;;;;;;;;;;No;;7,75;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;919;111020;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F02;Jóvenes;24;JOVENES;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014405_210378430500352205;;10/12/2024;1M;;;;10/11/2024;10/08/2050;Yes;Long;137139,88;137139,88;10/08/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;137139,88;;;;;;;;;;;;;No;;1,4500000000000002;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F03;Adultos 1A;35;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014407_210377710500006112;;07/12/2024;1M;;;;07/11/2024;07/04/2030;Yes;Long;12528,85;12528,85;07/04/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;12528,85;;;;;;;;;;;;;No;;7,1499999999999995;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;155;111111;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;63;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014412_210372090500043235;;21/12/2024;1M;;;;21/11/2024;21/04/2025;Yes;Long;4557,11;4557,11;21/04/2020;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4557,11;;;;;;;;;;;;;No;;2,25;1;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;051;337;113141;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;PYME - PEQUEÑA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;02;J03;Pequeñas empresas;;PEQUEÑAS EMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1014441_210324640520000191;;27/12/2024;1M;;;;27/11/2024;27/11/2026;Yes;Long;10936,71;10936,71;27/11/2018;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10936,71;;;;;;;;;;;;;No;;2,5;0;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;052;083;113118;A;04.02.05.04.00 Prestamos personales;35553000000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1014446_210371350500008282;;03/12/2024;1M;;;;03/11/2024;03/04/2044;Yes;Long;86661,35;86661,35;08/03/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;86661,35;;;;;;;;;;;;;No;;3,25;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F06;Adultos 2B;47;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014459_210372610500033045;;21/12/2024;1M;;;;21/11/2024;21/10/2029;Yes;Long;12455,52;12455,52;21/01/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;12455,52;;;;;;;;;;;;;No;;6,800000000000001;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;919;111020;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F04;Adultos 1B;63;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014473_210322490500152636;;29/12/2024;1M;;;;29/11/2024;29/11/2029;Yes;Long;6736,33;6736,33;29/11/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6736,33;;;;;;;;;;;;;No;;5,5;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;31;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014482_210373760500019688;;21/12/2024;1M;;;;21/11/2024;21/07/2049;Yes;Long;170002,39;170002,39;21/09/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;170002,39;;;;;;;;;;;;;No;;1,4000000000000001;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;438;112058;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;36;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014506_210320250500027121;;28/12/2024;1M;;;;28/11/2024;28/05/2051;Yes;Long;108555,42;108555,42;28/05/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;108555,42;;;;;;;;;;;;;No;;1,6;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;498;112034;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014507_210378430500208023;;08/12/2024;1M;;;;08/11/2024;08/04/2038;Yes;Long;69334,73;69334,73;08/11/2018;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;69334,73;;;;;;;;;;;;;No;;2,4;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F06;Adultos 2B;61;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014518_210302070500053836;;15/12/2024;1M;;;;15/11/2024;15/04/2028;Yes;Long;5367,06;5367,06;15/04/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5367,06;;;;;;;;;;;;;No;;7,75;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;919;111020;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F02;Jóvenes;26;JOVENES;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014521_210370060500059026;;13/12/2024;1M;;;;13/11/2024;13/01/2049;Yes;Long;129805,94;129805,94;13/01/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;129805,94;;;;;;;;;;;;;No;;1,3;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F04;Adultos 1B;47;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014523_210307320500024159;;26/12/2024;1M;;;;26/11/2024;26/10/2051;Yes;Long;81706,75;81706,75;26/10/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;81706,75;;;;;;;;;;;;;No;;1;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;39;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014539_210310030510000673;;08/12/2024;1M;;;;08/11/2024;08/05/2025;Yes;Long;19414,03;19414,03;08/05/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;19414,03;;;;;;;;;;;;;No;;2;1;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Empresas;FIX;EUR;051;337;113141;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;PYME - MEDIANA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;03;J02;Medianas empresas;;MEDIANAS EMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1014558_210330120500079595;;22/12/2024;1M;;;;22/11/2024;22/06/2051;Yes;Long;86464,8;86464,8;22/06/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;86464,8;;;;;;;;;;;;;No;;1,7000000000000002;0,5;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;478;112160;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;37;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101455_210371650500071786;;12/12/2024;1M;;;;12/11/2024;12/02/2028;Yes;Long;9201,67;9201,67;12/07/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;9201,67;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;30;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014585_210370612500000204;;28/12/2024;1M;;;;28/11/2024;28/01/2025;Yes;Long;452,77;452,77;28/01/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;452,77;;;;;;;;;;;;;No;;1,4000000000000001;1;0;UG;LEASING;Banca Comercial;FIX;EUR;250;801;191100;A;04.02.06.01.00 Cuotas a pagar por el arrendatario;39511215003;01030202;;02;PYME - PEQUEÑA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;02;J03;Pequeñas empresas;;PEQUEÑAS EMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1014601_210379660500000051;;06/12/2024;1M;;;;06/11/2024;06/07/2025;Yes;Long;1229,41;1229,41;06/07/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1229,41;;;;;;;;;;;;;No;;7,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;36;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
